IdAcademico,IdAlumno,IdSocial,SEMESTRE,NCURSOSMATRICULADOS,NCREDITOSMATRICULADOS,NCREDITOSAPROBADOS,NCREDITOSDESAPROBADOS,PROMEDIOPORCICLO,TIPOVIVIENDADONDEVIVE,REGIMENTENENCIAVIVIENDADONDEVIVE,VIVESUPADRE,VIVESUMADRE,PERSONASCONQUIENESVIVE,NIVELEDUCATIVOPADRE,NIVELEDUCATIVOMADRE,TRABAJASUPADRE,ESPECIFIQUEOCUPACIONPRINCIPALDESUPADRE,TRABAJASUMADRE,ESPECIFIQUEOCUPACIONPRINCIPALDESUMADRE,TIENECO0CIMIENTOSENCOMPUTACION,COMPUTADORAQUEUTILIZAFRECUENTEMENTEES,FINANCIAMIENTODESUSESTUDIOSUNIVERSITARIOS
1,1,1,2010-1,7,22,12,10,12,1,1,1,1,1,0,4,2,0,2,1,1,3,2
2,1,1,2010-2,7,21,9,12,8,1,1,1,1,1,0,4,2,0,2,1,1,3,2
3,1,1,2010-C,3,11,11,0,15,1,1,1,1,1,0,4,2,0,2,1,1,3,2
4,1,1,2011-1,5,15,3,12,6,1,1,1,1,1,0,4,2,0,2,1,1,3,2
5,1,1,2011-2,5,15,0,15,2,1,1,1,1,1,0,4,2,0,2,1,1,3,2
6,1,1,2011-3,4,12,0,12,0,1,1,1,1,1,0,4,2,0,2,1,1,3,2
7,1,1,2012-1,4,12,0,12,0,1,1,1,1,1,0,4,2,0,2,1,1,3,2
8,1,1,2012-2,5,15,0,15,2,1,1,1,1,1,0,4,2,0,2,1,1,3,2
9,1,1,2013-1,5,15,0,15,3,1,1,1,1,1,0,4,2,0,2,1,1,3,2
10,1,1,2013-2,5,15,3,12,11,1,1,1,1,1,0,4,2,0,2,1,1,3,2
11,1,1,2013-3,4,15,0,15,4,1,1,1,1,1,0,4,2,0,2,1,1,3,2
12,1,1,2014-1,4,15,3,12,5,1,1,1,1,1,0,4,2,0,2,1,1,3,2
13,1,1,2014-2,3,12,0,12,0,1,1,1,1,1,0,4,2,0,2,1,1,3,2
14,1,1,2015-1,3,12,0,12,0,1,1,1,1,1,0,4,2,0,2,1,1,3,2
15,2,2,2010-1,7,22,0,22,0,1,0,1,1,1,4,4,2,0,2,1,1,3,2
16,2,2,2012-2,7,22,18,4,15,1,0,1,1,1,4,4,2,0,2,1,1,3,2
17,2,2,2013-1,6,21,21,0,15,1,0,1,1,1,4,4,2,0,2,1,1,3,2
18,2,2,2013-2,6,18,11,7,13,1,0,1,1,1,4,4,2,0,2,1,1,3,2
19,2,2,2013-3,6,20,16,4,15,1,0,1,1,1,4,4,2,0,2,1,1,3,2
20,2,2,2014-1,6,22,18,4,14,1,0,1,1,1,4,4,2,0,2,1,1,3,2
21,2,2,2014-2,5,19,12,7,14,1,0,1,1,1,4,4,2,0,2,1,1,3,2
22,2,2,2015-1,5,19,11,8,13,1,0,1,1,1,4,4,2,0,2,1,1,3,2
23,2,2,2015-2,5,16,9,7,13,1,0,1,1,1,4,4,2,0,2,1,1,3,2
24,3,3,2010-1,6,21,21,0,15,0,1,1,1,0,5,3,2,0,2,1,1,3,2
25,3,3,2010-2,6,21,14,7,13,0,1,1,1,0,5,3,2,0,2,1,1,3,2
26,3,3,2010-C,3,11,7,4,10,0,1,1,1,0,5,3,2,0,2,1,1,3,2
27,3,3,2011-1,6,21,21,0,15,0,1,1,1,0,5,3,2,0,2,1,1,3,2
28,3,3,2011-2,6,22,14,8,11,0,1,1,1,0,5,3,2,0,2,1,1,3,2
29,3,3,2011-3,6,22,15,7,14,0,1,1,1,0,5,3,2,0,2,1,1,3,2
30,3,3,2012-1,6,22,10,12,9,0,1,1,1,0,5,3,2,0,2,1,1,3,2
31,3,3,2012-2,6,22,15,7,12,0,1,1,1,0,5,3,2,0,2,1,1,3,2
32,3,3,2013-1,6,22,14,8,12,0,1,1,1,0,5,3,2,0,2,1,1,3,2
33,3,3,2013-2,6,22,14,8,13,0,1,1,1,0,5,3,2,0,2,1,1,3,2
34,3,3,2013-3,6,22,8,14,13,0,1,1,1,0,5,3,2,0,2,1,1,3,2
35,3,3,2014-1,6,22,6,16,11,0,1,1,1,0,5,3,2,0,2,1,1,3,2
36,3,3,2014-2,6,22,0,22,10,0,1,1,1,0,5,3,2,0,2,1,1,3,2
37,3,3,2015-1,5,20,4,16,8,0,1,1,1,0,5,3,2,0,2,1,1,3,2
38,4,4,2010-1,6,21,21,0,15,0,0,1,1,3,0,0,2,0,1,2,1,3,2
39,4,4,2010-2,6,21,21,0,15,0,0,1,1,3,0,0,2,0,1,2,1,3,2
40,4,4,2010-C,3,11,7,4,14,0,0,1,1,3,0,0,2,0,1,2,1,3,2
41,4,4,2011-1,6,22,6,16,8,0,0,1,1,3,0,0,2,0,1,2,1,3,2
42,4,4,2011-2,6,22,15,7,12,0,0,1,1,3,0,0,2,0,1,2,1,3,2
43,4,4,2011-3,6,22,0,22,6,0,0,1,1,3,0,0,2,0,1,2,1,3,2
44,4,4,2012-1,6,22,4,18,6,0,0,1,1,3,0,0,2,0,1,2,1,3,2
45,4,4,2012-2,6,22,3,19,6,0,0,1,1,3,0,0,2,0,1,2,1,3,2
46,4,4,2013-1,6,22,10,12,10,0,0,1,1,3,0,0,2,0,1,2,1,3,2
47,4,4,2013-2,5,19,7,12,6,0,0,1,1,3,0,0,2,0,1,2,1,3,2
48,4,4,2013-3,5,20,12,8,13,0,0,1,1,3,0,0,2,0,1,2,1,3,2
49,4,4,2014-1,6,22,22,0,15,0,0,1,1,3,0,0,2,0,1,2,1,3,2
50,4,4,2014-2,6,22,15,7,13,0,0,1,1,3,0,0,2,0,1,2,1,3,2
51,4,4,2015-1,6,22,15,7,13,0,0,1,1,3,0,0,2,0,1,2,1,3,2
52,4,4,2015-2,6,22,18,4,13,0,0,1,1,3,0,0,2,0,1,2,1,3,2
53,5,5,2010-1,6,21,0,21,0,1,0,1,1,3,4,4,2,0,2,0,1,0,2
54,5,5,2011-2,6,21,21,0,16,1,0,1,1,3,4,4,2,0,2,0,1,0,2
55,5,5,2011-3,6,21,21,0,18,1,0,1,1,3,4,4,2,0,2,0,1,0,2
56,5,5,2012-1,7,26,18,8,12,1,0,1,1,3,4,4,2,0,2,0,1,0,2
57,5,5,2012-2,5,20,8,12,10,1,0,1,1,3,4,4,2,0,2,0,1,0,2
58,5,5,2013-1,6,22,18,4,13,1,0,1,1,3,4,4,2,0,2,0,1,0,2
59,5,5,2013-2,6,22,18,4,14,1,0,1,1,3,4,4,2,0,2,0,1,0,2
60,5,5,2013-3,6,22,18,4,13,1,0,1,1,3,4,4,2,0,2,0,1,0,2
61,5,5,2014-1,6,22,19,3,13,1,0,1,1,3,4,4,2,0,2,0,1,0,2
62,5,5,2014-2,6,22,19,3,13,1,0,1,1,3,4,4,2,0,2,0,1,0,2
63,5,5,2015-1,6,22,22,0,15,1,0,1,1,3,4,4,2,0,2,0,1,0,2
64,5,5,2015-2,7,22,20,2,15,1,0,1,1,3,4,4,2,0,2,0,1,0,2
65,6,6,2010-1,7,22,21,1,16,1,2,1,1,2,0,4,1,2,2,0,1,3,1
66,6,6,2010-2,7,22,22,0,16,1,2,1,1,2,0,4,1,2,2,0,1,3,1
67,6,6,2011-1,6,21,21,0,16,1,2,1,1,2,0,4,1,2,2,0,1,3,1
68,6,6,2011-2,6,22,22,0,15,1,2,1,1,2,0,4,1,2,2,0,1,3,1
69,6,6,2011-3,3,12,8,4,15,1,2,1,1,2,0,4,1,2,2,0,1,3,1
70,6,6,2012-1,6,20,17,3,13,1,2,1,1,2,0,4,1,2,2,0,1,3,1
71,6,6,2012-2,7,21,17,4,12,1,2,1,1,2,0,4,1,2,2,0,1,3,1
72,6,6,2013-1,7,20,17,3,15,1,2,1,1,2,0,4,1,2,2,0,1,3,1
73,6,6,2013-2,4,14,11,3,14,1,2,1,1,2,0,4,1,2,2,0,1,3,1
74,6,6,2013-3,7,21,21,0,14,1,2,1,1,2,0,4,1,2,2,0,1,3,1
75,6,6,2014-1,6,22,19,3,15,1,2,1,1,2,0,4,1,2,2,0,1,3,1
76,6,6,2014-2,5,20,20,0,15,1,2,1,1,2,0,4,1,2,2,0,1,3,1
77,7,7,2010-1,7,22,17,5,13,0,2,1,1,1,2,2,2,1,2,0,1,3,2
78,7,7,2010-2,6,19,19,0,15,0,2,1,1,1,2,2,2,1,2,0,1,3,2
79,7,7,2010-C,3,11,7,4,14,0,2,1,1,1,2,2,2,1,2,0,1,3,2
80,7,7,2011-1,6,21,17,4,14,0,2,1,1,1,2,2,2,1,2,0,1,3,2
81,7,7,2011-2,6,22,18,4,13,0,2,1,1,1,2,2,2,1,2,0,1,3,2
82,7,7,2011-3,6,21,5,16,7,0,2,1,1,1,2,2,2,1,2,0,1,3,2
83,7,7,2012-1,6,21,18,3,14,0,2,1,1,1,2,2,2,1,2,0,1,3,2
84,7,7,2012-2,7,22,14,8,12,0,2,1,1,1,2,2,2,1,2,0,1,3,2
85,7,7,2013-1,6,21,21,0,14,0,2,1,1,1,2,2,2,1,2,0,1,3,2
86,7,7,2013-2,6,20,9,11,11,0,2,1,1,1,2,2,2,1,2,0,1,3,2
87,7,7,2013-3,7,22,22,0,14,0,2,1,1,1,2,2,2,1,2,0,1,3,2
88,7,7,2014-1,6,22,10,12,11,0,2,1,1,1,2,2,2,1,2,0,1,3,2
89,7,7,2014-2,6,20,20,0,15,0,2,1,1,1,2,2,2,1,2,0,1,3,2
90,7,7,2015-1,5,22,11,11,12,0,2,1,1,1,2,2,2,1,2,0,1,3,2
91,7,7,2015-2,1,8,8,0,15,0,2,1,1,1,2,2,2,1,2,0,1,3,2
92,8,8,2010-1,7,22,21,1,14,0,2,1,1,1,4,0,2,1,1,2,1,3,2
93,8,8,2010-2,6,22,11,11,10,0,2,1,1,1,4,0,2,1,1,2,1,3,2
94,8,8,2010-C,3,10,7,3,10,0,2,1,1,1,4,0,2,1,1,2,1,3,2
95,8,8,2011-1,7,21,13,8,11,0,2,1,1,1,4,0,2,1,1,2,1,3,2
96,8,8,2011-2,4,16,8,8,14,0,2,1,1,1,4,0,2,1,1,2,1,3,2
97,8,8,2011-3,5,19,12,7,9,0,2,1,1,1,4,0,2,1,1,2,1,3,2
98,8,8,2012-1,5,17,17,0,16,0,2,1,1,1,4,0,2,1,1,2,1,3,2
99,9,9,2010-1,7,22,18,4,14,0,2,1,1,0,0,5,1,2,2,1,1,3,0
100,9,9,2010-2,6,21,21,0,16,0,2,1,1,0,0,5,1,2,2,1,1,3,0
101,9,9,2011-1,6,22,22,0,14,0,2,1,1,0,0,5,1,2,2,1,1,3,0
102,9,9,2011-2,6,22,15,7,13,0,2,1,1,0,0,5,1,2,2,1,1,3,0
103,9,9,2011-3,7,20,11,9,13,0,2,1,1,0,0,5,1,2,2,1,1,3,0
104,9,9,2013-1,7,22,18,4,14,0,2,1,1,0,0,5,1,2,2,1,1,3,0
105,9,9,2013-2,7,22,11,11,13,0,2,1,1,0,0,5,1,2,2,1,1,3,0
106,9,9,2013-3,7,22,21,1,14,0,2,1,1,0,0,5,1,2,2,1,1,3,0
107,9,9,2014-1,7,22,10,12,12,0,2,1,1,0,0,5,1,2,2,1,1,3,0
108,9,9,2014-2,7,22,12,10,13,0,2,1,1,0,0,5,1,2,2,1,1,3,0
109,9,9,2015-1,3,12,4,8,13,0,2,1,1,0,0,5,1,2,2,1,1,3,0
110,10,10,2010-1,6,21,21,0,15,1,0,1,1,3,3,2,2,1,2,1,0,1,2
111,10,10,2010-2,6,21,14,7,11,1,0,1,1,3,3,2,2,1,2,1,0,1,2
112,10,10,2010-C,3,11,7,4,15,1,0,1,1,3,3,2,2,1,2,1,0,1,2
113,10,10,2011-1,6,21,21,0,15,1,0,1,1,3,3,2,2,1,2,1,0,1,2
114,10,10,2011-2,6,22,18,4,14,1,0,1,1,3,3,2,2,1,2,1,0,1,2
115,10,10,2011-3,6,22,11,11,13,1,0,1,1,3,3,2,2,1,2,1,0,1,2
116,10,10,2012-1,6,22,22,0,15,1,0,1,1,3,3,2,2,1,2,1,0,1,2
117,10,10,2012-2,6,22,19,3,14,1,0,1,1,3,3,2,2,1,2,1,0,1,2
118,10,10,2013-1,6,22,22,0,14,1,0,1,1,3,3,2,2,1,2,1,0,1,2
119,10,10,2013-2,6,22,18,4,14,1,0,1,1,3,3,2,2,1,2,1,0,1,2
120,10,10,2013-3,6,22,18,4,14,1,0,1,1,3,3,2,2,1,2,1,0,1,2
121,10,10,2014-1,8,25,21,4,14,1,0,1,1,3,3,2,2,1,2,1,0,1,2
122,10,10,2014-2,1,4,4,0,15,1,0,1,1,3,3,2,2,1,2,1,0,1,2
123,11,11,2010-1,6,21,0,21,0,1,0,0,1,2,1,0,0,2,1,2,1,0,0
124,11,11,2011-1,7,22,0,22,0,1,0,0,1,2,1,0,0,2,1,2,1,0,0
125,11,11,2011-3,6,21,0,21,4,1,0,0,1,2,1,0,0,2,1,2,1,0,0
126,11,11,2012-2,6,21,14,7,11,1,0,0,1,2,1,0,0,2,1,2,1,0,0
127,11,11,2013-1,7,22,7,15,5,1,0,0,1,2,1,0,0,2,1,2,1,0,0
128,11,11,2013-2,6,19,0,19,1,1,0,0,1,2,1,0,0,2,1,2,1,0,0
129,12,12,2010-1,7,22,12,10,13,0,0,1,1,1,1,1,0,2,0,2,1,1,2
130,12,12,2010-2,6,20,17,3,12,0,0,1,1,1,1,1,0,2,0,2,1,1,2
131,12,12,2010-C,2,6,6,0,15,0,0,1,1,1,1,1,0,2,0,2,1,1,2
132,12,12,2011-1,7,22,13,9,11,0,0,1,1,1,1,1,0,2,0,2,1,1,2
133,12,12,2011-2,6,19,10,9,10,0,0,1,1,1,1,1,0,2,0,2,1,1,2
134,12,12,2011-3,6,21,15,6,12,0,0,1,1,1,1,1,0,2,0,2,1,1,2
135,12,12,2012-1,6,19,10,9,10,0,0,1,1,1,1,1,0,2,0,2,1,1,2
136,12,12,2012-2,6,20,14,6,11,0,0,1,1,1,1,1,0,2,0,2,1,1,2
137,12,12,2013-1,6,18,12,6,12,0,0,1,1,1,1,1,0,2,0,2,1,1,2
138,12,12,2013-2,6,19,3,16,7,0,0,1,1,1,1,1,0,2,0,2,1,1,2
139,12,12,2013-3,7,22,10,12,7,0,0,1,1,1,1,1,0,2,0,2,1,1,2
140,12,12,2014-1,7,21,6,15,9,0,0,1,1,1,1,1,0,2,0,2,1,1,2
141,12,12,2014-2,7,21,12,9,11,0,0,1,1,1,1,1,0,2,0,2,1,1,2
142,12,12,2015-1,6,18,6,12,7,0,0,1,1,1,1,1,0,2,0,2,1,1,2
143,12,12,2015-2,7,22,6,16,4,0,0,1,1,1,1,1,0,2,0,2,1,1,2
144,13,13,2010-1,6,21,21,0,16,1,0,1,1,2,4,4,2,0,2,0,1,3,2
145,13,13,2010-2,6,21,18,3,16,1,0,1,1,2,4,4,2,0,2,0,1,3,2
146,13,13,2011-1,6,22,22,0,16,1,0,1,1,2,4,4,2,0,2,0,1,3,2
147,13,13,2011-2,6,22,22,0,15,1,0,1,1,2,4,4,2,0,2,0,1,3,2
148,13,13,2011-3,6,22,22,0,15,1,0,1,1,2,4,4,2,0,2,0,1,3,2
149,13,13,2012-1,6,21,18,3,14,1,0,1,1,2,4,4,2,0,2,0,1,3,2
150,13,13,2012-2,6,22,22,0,15,1,0,1,1,2,4,4,2,0,2,0,1,3,2
151,13,13,2013-1,6,22,22,0,15,1,0,1,1,2,4,4,2,0,2,0,1,3,2
152,13,13,2013-2,6,22,22,0,16,1,0,1,1,2,4,4,2,0,2,0,1,3,2
153,13,13,2013-3,7,21,21,0,14,1,0,1,1,2,4,4,2,0,2,0,1,3,2
154,13,13,2014-1,2,6,6,0,16,1,0,1,1,2,4,4,2,0,2,0,1,3,2
155,14,14,2010-1,7,22,13,9,11,1,0,1,1,3,0,3,2,1,2,1,0,1,2
156,14,14,2010-2,7,22,18,4,14,1,0,1,1,3,0,3,2,1,2,1,0,1,2
157,14,14,2010-C,2,6,6,0,15,1,0,1,1,3,0,3,2,1,2,1,0,1,2
158,14,14,2011-1,6,18,12,6,12,1,0,1,1,3,0,3,2,1,2,1,0,1,2
159,14,14,2011-2,6,20,3,17,7,1,0,1,1,3,0,3,2,1,2,1,0,1,2
160,14,14,2011-3,6,20,6,14,7,1,0,1,1,3,0,3,2,1,2,1,0,1,2
161,14,14,2012-1,6,22,19,3,13,1,0,1,1,3,0,3,2,1,2,1,0,1,2
162,14,14,2012-2,4,14,3,11,3,1,0,1,1,3,0,3,2,1,2,1,0,1,2
163,14,14,2013-1,3,12,4,8,13,1,0,1,1,3,0,3,2,1,2,1,0,1,2
164,14,14,2013-2,4,16,8,8,12,1,0,1,1,3,0,3,2,1,2,1,0,1,2
165,14,14,2013-3,5,18,4,14,11,1,0,1,1,3,0,3,2,1,2,1,0,1,2
166,14,14,2014-1,5,18,3,15,5,1,0,1,1,3,0,3,2,1,2,1,0,1,2
167,14,14,2014-2,4,15,4,11,6,1,0,1,1,3,0,3,2,1,2,1,0,1,2
168,14,14,2015-2,6,20,0,20,1,1,0,1,1,3,0,3,2,1,2,1,0,1,2
169,15,15,2010-1,8,21,0,21,0,1,0,0,1,3,1,3,0,2,2,1,1,3,1
170,15,15,2011-3,8,21,13,8,9,1,0,0,1,3,1,3,0,2,2,1,1,3,1
171,15,15,2012-2,7,22,6,16,7,1,0,0,1,3,1,3,0,2,2,1,1,3,1
172,15,15,2013-1,7,19,0,19,2,1,0,0,1,3,1,3,0,2,2,1,1,3,1
173,15,15,2013-2,7,19,11,8,10,1,0,0,1,3,1,3,0,2,2,1,1,3,1
174,15,15,2013-3,6,18,10,8,11,1,0,0,1,3,1,3,0,2,2,1,1,3,1
175,15,15,2014-1,7,25,0,25,4,1,0,0,1,3,1,3,0,2,2,1,1,3,1
176,15,15,2014-2,7,25,9,16,6,1,0,0,1,3,1,3,0,2,2,1,1,3,1
177,16,16,2010-1,6,20,20,0,17,1,0,1,1,3,2,4,1,2,2,0,1,0,1
178,16,16,2010-2,6,22,18,4,15,1,0,1,1,3,2,4,1,2,2,0,1,0,1
179,16,16,2010-C,4,11,11,0,18,1,0,1,1,3,2,4,1,2,2,0,1,0,1
180,16,16,2011-1,7,21,17,4,13,1,0,1,1,3,2,4,1,2,2,0,1,0,1
181,16,16,2011-2,7,21,13,8,11,1,0,1,1,3,2,4,1,2,2,0,1,0,1
182,16,16,2011-3,7,22,11,11,13,1,0,1,1,3,2,4,1,2,2,0,1,0,1
183,16,16,2012-1,5,20,20,0,15,1,0,1,1,3,2,4,1,2,2,0,1,0,1
184,16,16,2012-2,7,22,12,10,13,1,0,1,1,3,2,4,1,2,2,0,1,0,1
185,16,16,2013-2,7,22,18,4,15,1,0,1,1,3,2,4,1,2,2,0,1,0,1
186,16,16,2013-3,6,22,22,0,15,1,0,1,1,3,2,4,1,2,2,0,1,0,1
187,16,16,2014-1,5,20,9,11,13,1,0,1,1,3,2,4,1,2,2,0,1,0,1
188,16,16,2014-2,1,8,8,0,17,1,0,1,1,3,2,4,1,2,2,0,1,0,1
189,17,17,2010-1,7,22,0,22,0,1,1,1,1,1,0,3,1,2,1,2,1,3,2
190,17,17,2011-1,7,22,5,17,9,1,1,1,1,1,0,3,1,2,1,2,1,3,2
191,18,18,2010-1,7,22,17,5,14,0,2,1,1,3,0,5,2,1,1,2,1,0,2
192,18,18,2010-2,7,22,10,12,9,0,2,1,1,3,0,5,2,1,1,2,1,0,2
193,18,18,2011-1,6,20,7,13,11,0,2,1,1,3,0,5,2,1,1,2,1,0,2
194,18,18,2011-2,6,21,12,9,13,0,2,1,1,3,0,5,2,1,1,2,1,0,2
195,18,18,2011-3,6,20,11,9,13,0,2,1,1,3,0,5,2,1,1,2,1,0,2
196,18,18,2012-1,6,21,17,4,13,0,2,1,1,3,0,5,2,1,1,2,1,0,2
197,18,18,2012-2,6,22,14,8,11,0,2,1,1,3,0,5,2,1,1,2,1,0,2
198,18,18,2013-1,8,22,21,1,14,0,2,1,1,3,0,5,2,1,1,2,1,0,2
199,18,18,2013-2,8,22,4,18,10,0,2,1,1,3,0,5,2,1,1,2,1,0,2
200,18,18,2013-3,8,22,17,5,13,0,2,1,1,3,0,5,2,1,1,2,1,0,2
201,18,18,2014-1,7,20,4,16,10,0,2,1,1,3,0,5,2,1,1,2,1,0,2
202,18,18,2014-2,7,21,7,14,11,0,2,1,1,3,0,5,2,1,1,2,1,0,2
203,18,18,2015-1,7,21,14,7,12,0,2,1,1,3,0,5,2,1,1,2,1,0,2
204,18,18,2015-2,6,21,15,6,14,0,2,1,1,3,0,5,2,1,1,2,1,0,2
205,19,19,2010-1,6,21,0,21,0,1,0,1,1,0,0,0,2,0,2,1,1,3,1
206,20,20,2010-1,7,22,22,0,15,0,2,1,1,3,4,4,2,1,2,1,1,3,2
207,20,20,2010-2,7,22,19,3,13,0,2,1,1,3,4,4,2,1,2,1,1,3,2
208,20,20,2011-1,6,19,0,19,7,0,2,1,1,3,4,4,2,1,2,1,1,3,2
209,20,20,2011-2,7,22,3,19,4,0,2,1,1,3,4,4,2,1,2,1,1,3,2
210,20,20,2011-3,7,22,0,22,5,0,2,1,1,3,4,4,2,1,2,1,1,3,2
211,22,22,2010-1,4,14,0,14,0,1,0,1,1,3,5,4,2,0,2,0,1,3,2
212,23,23,2010-1,6,21,21,0,16,0,2,0,1,0,1,2,0,2,2,1,1,3,1
213,23,23,2010-2,6,21,21,0,15,0,2,0,1,0,1,2,0,2,2,1,1,3,1
214,23,23,2011-1,6,22,22,0,16,0,2,0,1,0,1,2,0,2,2,1,1,3,1
215,23,23,2011-2,6,22,22,0,14,0,2,0,1,0,1,2,0,2,2,1,1,3,1
216,23,23,2011-3,6,22,22,0,14,0,2,0,1,0,1,2,0,2,2,1,1,3,1
217,23,23,2012-1,6,21,21,0,15,0,2,0,1,0,1,2,0,2,2,1,1,3,1
218,23,23,2012-2,6,22,22,0,16,0,2,0,1,0,1,2,0,2,2,1,1,3,1
219,23,23,2013-1,6,22,22,0,17,0,2,0,1,0,1,2,0,2,2,1,1,3,1
220,23,23,2013-2,6,22,18,4,15,0,2,0,1,0,1,2,0,2,2,1,1,3,1
221,23,23,2013-3,6,19,19,0,15,0,2,0,1,0,1,2,0,2,2,1,1,3,1
222,23,23,2014-1,2,6,6,0,15,0,2,0,1,0,1,2,0,2,2,1,1,3,1
223,24,24,2010-1,7,22,0,22,0,1,0,1,1,3,2,2,1,2,1,2,1,0,1
224,25,25,2010-1,6,21,21,0,15,1,0,1,1,2,0,3,2,0,1,2,1,0,1
225,25,25,2010-2,6,22,22,0,15,1,0,1,1,2,0,3,2,0,1,2,1,0,1
226,25,25,2010-C,3,11,11,0,16,1,0,1,1,2,0,3,2,0,1,2,1,0,1
227,25,25,2011-1,6,22,18,4,14,1,0,1,1,2,0,3,2,0,1,2,1,0,1
228,25,25,2011-2,6,22,18,4,15,1,0,1,1,2,0,3,2,0,1,2,1,0,1
229,25,25,2011-3,6,22,15,7,13,1,0,1,1,2,0,3,2,0,1,2,1,0,1
230,25,25,2012-1,6,22,22,0,14,1,0,1,1,2,0,3,2,0,1,2,1,0,1
231,25,25,2012-2,6,22,0,22,3,1,0,1,1,2,0,3,2,0,1,2,1,0,1
232,25,25,2013-1,6,22,18,4,14,1,0,1,1,2,0,3,2,0,1,2,1,0,1
233,25,25,2013-2,6,22,14,8,13,1,0,1,1,2,0,3,2,0,1,2,1,0,1
234,25,25,2013-3,6,22,11,11,11,1,0,1,1,2,0,3,2,0,1,2,1,0,1
235,25,25,2014-1,6,22,14,8,13,1,0,1,1,2,0,3,2,0,1,2,1,0,1
236,25,25,2014-2,6,20,20,0,14,1,0,1,1,2,0,3,2,0,1,2,1,0,1
237,25,25,2015-1,4,12,12,0,14,1,0,1,1,2,0,3,2,0,1,2,1,0,1
238,26,26,2010-1,4,14,6,8,7,0,2,1,1,1,0,0,2,1,2,1,1,3,2
239,26,26,2010-2,6,21,6,15,8,0,2,1,1,1,0,0,2,1,2,1,1,3,2
240,26,26,2011-1,6,22,7,15,5,0,2,1,1,1,0,0,2,1,2,1,1,3,2
241,26,26,2011-2,5,19,3,16,4,0,2,1,1,1,0,0,2,1,2,1,1,3,2
242,26,26,2011-3,4,16,8,8,12,0,2,1,1,1,0,0,2,1,2,1,1,3,2
243,26,26,2012-1,5,20,0,20,7,0,2,1,1,1,0,0,2,1,2,1,1,3,2
244,26,26,2012-2,6,22,7,15,8,0,2,1,1,1,0,0,2,1,2,1,1,3,2
245,26,26,2013-1,7,22,9,13,10,0,2,1,1,1,0,0,2,1,2,1,1,3,2
246,26,26,2013-2,6,22,18,4,14,0,2,1,1,1,0,0,2,1,2,1,1,3,2
247,26,26,2013-3,7,22,0,22,6,0,2,1,1,1,0,0,2,1,2,1,1,3,2
248,26,26,2014-1,6,21,9,12,10,0,2,1,1,1,0,0,2,1,2,1,1,3,2
249,26,26,2014-2,6,22,7,15,11,0,2,1,1,1,0,0,2,1,2,1,1,3,2
250,26,26,2015-1,7,20,5,15,6,0,2,1,1,1,0,0,2,1,2,1,1,3,2
251,26,26,2015-2,5,14,3,11,10,0,2,1,1,1,0,0,2,1,2,1,1,3,2
252,27,27,2010-1,3,11,4,7,13,0,2,1,1,1,3,5,1,2,1,2,1,0,0
253,27,27,2010-2,6,21,21,0,15,0,2,1,1,1,3,5,1,2,1,2,1,0,0
254,27,27,2010-C,3,11,11,0,15,0,2,1,1,1,3,5,1,2,1,2,1,0,0
255,27,27,2011-1,6,22,12,10,8,0,2,1,1,1,3,5,1,2,1,2,1,0,0
256,27,27,2011-2,6,22,18,4,15,0,2,1,1,1,3,5,1,2,1,2,1,0,0
257,27,27,2011-3,6,22,15,7,14,0,2,1,1,1,3,5,1,2,1,2,1,0,0
258,28,28,2010-1,6,21,14,7,13,1,0,1,1,1,5,4,2,0,2,0,1,3,2
259,28,28,2010-2,6,22,11,11,12,1,0,1,1,1,5,4,2,0,2,0,1,3,2
260,28,28,2010-C,2,7,7,0,15,1,0,1,1,1,5,4,2,0,2,0,1,3,2
261,28,28,2011-1,6,22,4,18,10,1,0,1,1,1,5,4,2,0,2,0,1,3,2
262,28,28,2011-2,6,22,11,11,9,1,0,1,1,1,5,4,2,0,2,0,1,3,2
263,28,28,2011-3,6,22,0,22,3,1,0,1,1,1,5,4,2,0,2,0,1,3,2
264,28,28,2012-1,6,22,0,22,0,1,0,1,1,1,5,4,2,0,2,0,1,3,2
265,28,28,2012-2,6,22,0,22,3,1,0,1,1,1,5,4,2,0,2,0,1,3,2
266,28,28,2013-1,6,22,3,19,4,1,0,1,1,1,5,4,2,0,2,0,1,3,2
267,28,28,2013-2,6,22,0,22,4,1,0,1,1,1,5,4,2,0,2,0,1,3,2
268,29,29,2010-1,6,21,17,4,12,0,2,1,1,1,3,3,2,1,2,1,1,3,2
269,29,29,2013-1,6,21,13,8,11,0,2,1,1,1,3,3,2,1,2,1,1,3,2
270,29,29,2013-2,5,17,10,7,14,0,2,1,1,1,3,3,2,1,2,1,1,3,2
271,29,29,2013-3,5,15,15,0,14,0,2,1,1,1,3,3,2,1,2,1,1,3,2
272,29,29,2014-1,3,11,11,0,15,0,2,1,1,1,3,3,2,1,2,1,1,3,2
273,29,29,2014-2,5,19,15,4,13,0,2,1,1,1,3,3,2,1,2,1,1,3,2
274,29,29,2015-1,5,20,20,0,15,0,2,1,1,1,3,3,2,1,2,1,1,3,2
275,29,29,2015-2,6,20,20,0,15,0,2,1,1,1,3,3,2,1,2,1,1,3,2
276,30,30,2010-1,6,21,6,15,7,0,2,1,1,1,4,0,2,1,2,1,1,3,2
277,30,30,2010-2,7,22,0,22,0,0,2,1,1,1,4,0,2,1,2,1,1,3,2
